,Dataset,Parameters,Sharpe Ratio,Average Turnover,Elapsed Time
0,1,1,0.18400151422325575,0.1736505882300072,0.3188469409942627
1,1,2,0.17629151097555046,0.19211869455952724,0.3255584239959717
2,1,3,0.17211976454730604,0.17507512833181726,0.3171982765197754
3,1,4,0.1850819875838877,0.18179868163526847,0.33700132369995117
4,1,5,0.1904797105367632,0.17745040825861313,0.33595776557922363
5,1,6,0.19248712236018667,0.1726240359473688,0.3274984359741211
6,1,7,0.19264791637998802,0.17184096527305118,0.32882213592529297
7,1,8,0.18902174585628562,0.16930277185044962,0.3479459285736084
8,1,9,0.1881817073929301,0.17007808575619465,0.35577392578125
9,1,10,0.18838668807256168,0.1713748701630082,0.32276153564453125
10,1,11,0.18786915490878564,0.17078602643476246,0.3236556053161621
11,1,12,0.1879519833804143,0.17176779486753824,0.32303690910339355
12,1,13,0.18775851363249058,0.1703889140720453,0.31844449043273926
13,1,14,0.18785946074369292,0.17064415973358432,0.3172166347503662
14,1,15,0.1880390759590347,0.17123585052062162,0.323986291885376
15,1,16,0.18736595094320188,0.16904279763276125,0.39384913444519043
16,1,17,0.18702712907428878,0.16932019313602786,0.455981969833374
17,1,18,0.1874078957888899,0.1704369206667696,0.39238882064819336
18,1,19,0.18819671540583838,0.1706366081157377,0.3490607738494873
19,1,20,0.18868110364449933,0.17007496120950677,0.295107364654541
20,2,1,0.21060196408138354,0.14367052372822978,0.3553464412689209
21,2,2,0.20448070923318726,0.14897523943921112,0.3419334888458252
22,2,3,0.20092285240586102,0.13586488566051444,0.32732295989990234
23,2,4,0.20072701808861151,0.13497978261097116,0.34612393379211426
24,2,5,0.19961886605332133,0.13223312482744676,0.36687707901000977
25,2,6,0.19955460795739025,0.13184710887843687,0.34040045738220215
26,2,7,0.19948705886549056,0.13222043835949723,0.3947887420654297
27,2,8,0.19944002134101504,0.13087325856576218,0.3632619380950928
28,2,9,0.1997434770825882,0.1295762338155688,0.34925103187561035
29,2,10,0.19975953565316712,0.1289368735614292,0.3389475345611572
30,2,11,0.20010082989839448,0.1293221448855814,0.33814573287963867
31,2,12,0.20005604093520615,0.12932727429944857,0.35967040061950684
32,2,13,0.20005665301605258,0.12967878980581807,0.34146571159362793
33,2,14,0.20000680603251578,0.12977422298131347,0.36407899856567383
34,2,15,0.19998231403083505,0.12973896536965912,0.3710026741027832
35,2,16,0.19997548917902871,0.12948564581971045,0.36865973472595215
36,2,17,0.19982281036710645,0.12966654861879756,0.3437225818634033
37,2,18,0.199892788318468,0.12969749785387732,0.3678581714630127
38,2,19,0.19990079110572603,0.12976666353113236,0.34050440788269043
39,2,20,0.1998139216705313,0.1297715204294539,0.3745293617248535
40,3,1,0.19064638898607597,0.21263256372027026,0.3536257743835449
41,3,2,0.21373132892480218,0.22503760339128673,0.3702361583709717
42,3,3,0.209326374213548,0.21246931321215418,0.367326021194458
43,3,4,0.20873188031242768,0.21453853959062597,0.33516812324523926
44,3,5,0.20643048743502704,0.21580655465471987,0.35520124435424805
45,3,6,0.20937601585884388,0.2130578879712091,0.3376600742340088
46,3,7,0.2080472913486308,0.20698214781882585,0.38310885429382324
47,3,8,0.20891598105595877,0.20704562129696727,0.39791393280029297
48,3,9,0.21214135199705986,0.2073780826454879,0.382704496383667
49,3,10,0.21182716642794505,0.20636984215418974,0.36493706703186035
50,3,11,0.21463942087136073,0.2064294600546571,0.39562225341796875
51,3,12,0.21287496311908286,0.2044057727200393,0.3850412368774414
52,3,13,0.21241145081337182,0.2018738659481809,0.3934922218322754
53,3,14,0.21192133832574586,0.20280947344151712,0.3678257465362549
54,3,15,0.21159281667989424,0.20294621787779143,0.3753325939178467
55,3,16,0.21123399500121975,0.20295235642831724,0.4296402931213379
56,3,17,0.21054450005785544,0.20097439134543435,0.42601943016052246
57,3,18,0.21029550016797505,0.20132079972974706,0.38633131980895996
58,3,19,0.21053693238811821,0.2007411621384877,0.3749251365661621
59,3,20,0.2102716300717082,0.20235071533933685,0.4120447635650635
