4.221521598778126688e-03,1.334279030060883751e-03,1.468422353358317910e-03,2.477776925843587020e-04,2.256243527639828809e-04,2.191461678567423188e-04,-3.510938311311989467e-05,3.089063229862623692e-03,1.312135512359855795e-03,2.073092828419784064e-03,1.859021471803323170e-03,1.402608979075517124e-03,8.966485285127505974e-04,4.833529613988080467e-04,8.214321889213082629e-04,2.771898535502728168e-03,-9.860365293358317081e-04,-3.163571800356725344e-04,-4.426660800591637594e-04,1.192108231898495081e-03
1.334279030060883751e-03,3.998747991424770817e-03,1.398727616270562142e-03,5.787857919972376041e-04,5.337669864600715856e-04,6.355247139567172555e-04,-2.727036625475886319e-04,1.819250333188660810e-03,8.143312202109952245e-04,1.416530732122781716e-03,8.179809279322924724e-04,1.144279372081603158e-03,8.401955919545376489e-04,7.811634166394452496e-04,1.307714830012414670e-03,5.000111607892354301e-03,-1.291339651452706955e-04,6.328132384932143003e-04,4.564044510648482223e-04,2.613827823069262042e-03
1.468422353358317910e-03,1.398727616270562142e-03,3.070625181032429069e-03,8.345050182245673971e-04,1.011140864630386167e-03,8.909633023773951910e-04,4.140410587294779616e-04,2.182860269117249327e-03,1.197086177666731571e-03,1.686867642725653612e-03,1.400763081599834493e-03,1.141035184389873475e-03,1.124337356669664282e-03,9.857672730342115826e-04,9.919059938421699758e-04,3.265283643599998717e-03,1.456695474978325698e-05,6.100050278398476671e-04,6.609014115971588964e-04,-7.468064954808662208e-04
2.477776925843587020e-04,5.787857919972376041e-04,8.345050182245673971e-04,1.512429655575949893e-03,8.530849779169644674e-04,6.864300812691023681e-04,5.149599522117169741e-04,4.122303767404039308e-04,4.027320550357762216e-04,3.889986774303199474e-04,8.022748549279237664e-04,4.692353639757642172e-04,5.920478074610748421e-04,6.703707007261682730e-04,5.222268881082942462e-04,1.275512539941686327e-03,5.181433712665704273e-04,7.105526098765942503e-04,8.095717397643205793e-04,-3.253768154818023617e-04
2.256243527639828809e-04,5.337669864600715856e-04,1.011140864630386167e-03,8.530849779169644674e-04,1.769221623060007742e-03,9.572254277225044662e-04,9.214068599380555993e-04,2.596258435732315406e-04,4.506332069764572203e-04,2.681931649927920647e-04,1.334062498313972776e-03,5.868509851279510910e-04,7.781803650457784971e-04,9.183426806875314569e-04,5.982585945995401271e-04,9.288571244771794870e-04,8.618063566410917760e-04,1.013148801045092844e-03,1.195238023096554776e-03,-4.546072013443118215e-04
2.191461678567423188e-04,6.355247139567172555e-04,8.909633023773951910e-04,6.864300812691023681e-04,9.572254277225044662e-04,1.045272047090351668e-03,5.794093626190835455e-04,3.623378610944889095e-04,4.052019093973682805e-04,3.622995419240404818e-04,8.845016418695377663e-04,5.056861419944036311e-04,6.417686141497319641e-04,7.461699338714908574e-04,5.841731771153579758e-04,1.397282331351596893e-03,6.188267447899938392e-04,8.219640306169564590e-04,9.309173516099677765e-04,-2.146069831231042996e-04
-3.510938311311989467e-05,-2.727036625475886319e-04,4.140410587294779616e-04,5.149599522117169741e-04,9.214068599380555993e-04,5.794093626190835455e-04,2.340870630957859848e-03,-2.421924363353093160e-04,1.739040620086117401e-04,-1.962298023449646049e-04,1.170355899787056154e-03,2.055628824892451808e-04,4.177984005166000695e-04,5.191878865325638866e-04,4.093102280936852116e-05,-1.222002147639170665e-03,7.087612083740718215e-04,5.705845314545661840e-04,7.938773614499395476e-04,-1.155930064157481519e-03
3.089063229862623692e-03,1.819250333188660810e-03,2.182860269117249327e-03,4.122303767404039308e-04,2.596258435732315406e-04,3.623378610944889095e-04,-2.421924363353093160e-04,5.307936737478450781e-03,1.906375153428654847e-03,3.112189509247366079e-03,1.572418037620450281e-03,1.617075337641182093e-03,1.219046678297816457e-03,6.501348989233219754e-04,1.017650419102009325e-03,4.290633627650277532e-03,-1.357862362864990487e-03,-4.287450640662296593e-04,-5.515555662088371001e-04,-9.092793175952817043e-04
1.312135512359855795e-03,8.143312202109952245e-04,1.197086177666731571e-03,4.027320550357762216e-04,4.506332069764572203e-04,4.052019093973682805e-04,1.739040620086117401e-04,1.906375153428654847e-03,1.378409360101628782e-03,1.405966889601901505e-03,9.487301816594872084e-04,7.822895475888781355e-04,7.170080769336299210e-04,5.040829283002310531e-04,5.167140416320812864e-04,1.840627458376083679e-03,-3.490102520901493949e-04,5.393445302459417233e-05,7.451766587881865551e-05,-1.061982186230994111e-03
2.073092828419784064e-03,1.416530732122781716e-03,1.686867642725653612e-03,3.889986774303199474e-04,2.681931649927920647e-04,3.622995419240404818e-04,-1.962298023449646049e-04,3.112189509247366079e-03,1.405966889601901505e-03,3.134337198446982865e-03,9.194092260917420545e-04,1.129586926466164768e-03,9.279385665634505651e-04,5.457942783336083847e-04,7.957725585212847060e-04,3.500485475247131373e-03,-8.856087033760236260e-04,-1.841750039471196673e-04,-2.589525715796540603e-04,-1.127058170947610460e-03
