,Dataset,Parameters,Sharpe Ratio,Average Turnover,Elapsed Time
0,1,"[0, 0.03, 0.4, 15, 0, 2, 2]",0.19952081029473295,0.2415095198772251,12.931273937225342
1,1,"[0, 0.03, 0.4, 15, 0, 2, 3]",0.19522803605808503,0.24865414185976745,11.490848302841187
2,1,"[0, 0.03, 0.4, 15, 0, 2, 4]",0.1965081411084552,0.2540069050473084,10.403966903686523
3,1,"[0, 0.03, 0.4, 15, 0, 2, 5]",0.19623349139932925,0.2481127514604716,8.867503881454468
4,1,"[0, 0.03, 0.4, 15, 0, 2, 6]",0.19749797474635994,0.25159108605291847,9.770134687423706
5,1,"[0, 0.03, 0.4, 15, 0, 2, 7]",0.19746788837734408,0.25142330950112457,8.249006748199463
6,1,"[1, 0.03, 0.4, 15, 0, 2, 2]",0.20644900771460664,0.01683814611325148,7.976630449295044
7,1,"[1, 0.03, 0.4, 15, 0, 2, 3]",0.2072283097287872,0.014224752008541038,7.866318702697754
8,1,"[1, 0.03, 0.4, 15, 0, 2, 4]",0.21856861097660596,0.0159960463316847,7.802483558654785
9,1,"[1, 0.03, 0.4, 15, 0, 2, 5]",0.19759537358234308,0.019493919620995108,7.746523857116699
10,1,"[1, 0.03, 0.4, 15, 0, 2, 6]",0.19195711771669077,0.022263485468307916,8.269650936126709
11,1,"[1, 0.03, 0.4, 15, 0, 2, 7]",0.1825238909217484,0.03984981500616883,8.983521699905396
12,1,"[2, 0.03, 0.4, 15, 0, 2, 2]",0.1860663584697215,0.014691696927756378,8.041926145553589
13,1,"[2, 0.03, 0.4, 15, 0, 2, 3]",0.2071957904096713,0.015623589626689556,7.747337579727173
14,1,"[2, 0.03, 0.4, 15, 0, 2, 4]",0.19534471610853082,0.01779904074250348,8.291675567626953
15,1,"[2, 0.03, 0.4, 15, 0, 2, 5]",0.20330445289845656,0.010119091385828647,7.768754720687866
16,1,"[2, 0.03, 0.4, 15, 0, 2, 6]",0.20336522381099434,0.013499171204338061,7.623173713684082
17,1,"[2, 0.03, 0.4, 15, 0, 2, 7]",0.19797394444249045,0.018146082656625196,7.338513135910034
18,1,"[3, 0.03, 0.4, 15, 0, 2, 2]",0.20827668906845048,0.016190909340591402,7.504359245300293
19,1,"[3, 0.03, 0.4, 15, 0, 2, 3]",0.1916783557055714,0.018070067756763543,7.967999458312988
