Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2001-11-30,2610.956921,544.3512079,1150.27276,1425.002148,5884.473687,2774.098052,4000.727907,241.2169026,1223.860553,3038.080637,1509.305845,2442.932272,8003.088186,300.3114587,526.4714841
2001-12-31,2504.690975,613.374941,1170.287506,1464.047206,5650.860082,2912.248135,4214.366778,251.8304463,1267.674761,3112.209804,1587.336957,2418.258656,8132.738215,311.7232942,564.2721366
2002-01-31,2584.590617,635.2110889,1201.183096,1359.514236,5839.033723,2977.482493,4260.724812,235.4866503,1274.77374,3114.699572,1673.211886,2386.821293,7826.947258,318.1136217,594.9121137
2002-02-28,2730.361528,677.1350208,1231.573028,1327.021846,4858.076057,2990.285668,4236.864753,241.7505952,1364.772766,3276.35248,1812.255794,2498.285848,8464.060765,331.9197529,589.0819749
2002-03-31,2946.060088,690.6777212,1288.348545,1331.135613,5323.965551,3036.037038,4460.147526,240.469317,1433.011404,3340.241353,1868.435723,2627.447226,9166.577808,359.1371726,618.1237163
2002-04-30,2990.840202,750.7666829,1290.281068,1161.948277,4883.6736,2969.547827,4403.503652,211.1561073,1403.204767,3418.403001,1805.843127,2493.972907,9627.656672,361.4356505,627.2101349
2002-05-31,3019.851352,756.6226631,1288.08759,1196.92292,4733.256453,2931.83457,4505.224586,208.6011184,1397.451627,3430.025571,1815.955848,2538.365625,9579.518389,389.5192006,616.1085155
2002-06-30,2734.777384,726.8873924,1249.960197,1024.56602,3846.717519,2781.138273,4174.090579,199.0471872,1338.618914,3338.443889,1809.055216,2511.458949,9553.653689,354.6182802,605.3266165
2002-07-31,2381.444146,563.1923516,1217.461232,904.9991651,3498.589584,2448.514135,3806.770608,208.6213569,1267.939835,3141.141855,1659.808161,2278.646705,8858.1477,319.7593032,545.4598142
2002-08-31,2338.578151,546.8597734,1238.036327,907.9856623,3380.687115,2496.994715,3782.787953,200.4642618,1310.035438,3121.038547,1499.802654,2321.713127,9069.85743,342.8779009,534.3324339
2002-09-30,2023.103959,505.4078026,1205.971186,823.5429957,2778.924809,2260.029917,3439.310807,171.1363403,1262.743158,2800.819992,1357.621362,2063.306456,8568.294315,316.4763025,504.4098176
2002-10-31,1833.134497,525.0176254,1242.994501,999.4517796,3206.879229,2405.575843,3636.383317,173.070181,1333.709324,2912.012546,1356.263741,2181.121255,8534.021137,290.0188836,549.6553783
2002-11-30,2160.165691,582.0870412,1218.134611,1116.987309,3893.79276,2475.337543,4060.74925,183.4197778,1320.37223,3133.907902,1452.965346,2386.582877,8272.88009,303.2147428,575.8739398
2002-12-31,1965.102729,555.0199938,1217.647357,1015.67656,3257.547023,2276.815472,3906.846853,170.5620514,1306.376285,2973.138426,1412.282316,2284.198472,8008.147928,334.0213607,548.5199277
2003-01-31,1915.18912,533.8182301,1188.058527,979.8231774,3227.903345,2160.925564,3710.332456,161.7951619,1321.007699,2932.40643,1363.27612,2146.461304,7539.671274,330.3137236,527.1825025
2003-02-28,1793.957649,512.3587372,1154.43647,916.7225648,3339.911591,2149.904844,3696.233193,164.335346,1257.335128,2885.194686,1246.170701,2056.095283,7477.092002,305.7714139,514.7937137
2003-03-31,1725.069675,507.6962727,1229.359397,911.2222294,3263.093625,2267.71963,3563.908045,172.6342809,1229.422288,2907.987724,1178.005164,2126.619351,7551.862922,292.5009346,547.6375526
2003-04-30,2054.040462,567.858281,1272.018168,1012.823508,3614.202498,2487.461662,3944.889815,196.2506506,1329.620205,2998.135344,1284.968033,2338.855962,7718.003907,311.7767461,586.8484014
2003-05-31,2130.450767,591.7651146,1308.397888,1075.213436,4117.660907,2549.648203,4217.087212,194.3077691,1416.17848,3078.485371,1430.811904,2358.736238,8505.240305,348.2858031,611.7307736
2003-06-30,2199.690417,580.6399305,1275.426261,1096.395141,4121.778567,2620.528423,4213.713542,195.6873543,1393.944478,3118.505681,1522.670028,2333.026013,8574.132751,366.9539222,607.2039659
2003-07-31,2333.651564,658.8521291,1287.542811,1078.304621,4473.778457,2733.735251,4535.641257,196.1570039,1377.774722,3266.32285,1588.14484,2516.868463,8418.083535,407.539026,625.1164829
2003-08-31,2529.91166,700.6892393,1301.190764,1092.753903,4842.417802,2950.79383,4838.622093,203.1794247,1390.174695,3384.89037,1714.878798,2559.40354,8247.19644,442.3428588,660.2480292
2003-09-30,2402.910095,679.9488378,1328.906128,1031.013307,4720.873115,2779.057629,4542.498421,202.73243,1389.757642,3313.130694,1598.610015,2405.583387,8119.364895,446.3681788,654.7019458
