Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2003-10-31,2621.094331,702.5231393,1387.776669,1099.678794,5341.195842,3053.072711,4996.294013,200.9078381,1495.101271,3573.874079,1775.895866,2564.833007,8582.168694,508.5472661,730.5819013
2003-11-30,2720.958025,696.6921972,1375.84179,1092.750817,5505.704674,3038.72327,5363.521623,200.9681104,1526.797418,3608.540658,1770.568179,2638.187231,8783.849658,565.860543,755.7139187
2003-12-31,3143.250711,705.0525036,1407.623735,1173.505103,5505.154104,2940.268636,5656.369903,217.4876891,1570.463825,3933.309317,1963.914224,2890.661749,9366.21889,591.0979232,762.515344
2004-01-31,3037.951812,713.0901021,1439.154507,1190.168875,5777.108717,2934.388098,5632.047513,230.6456943,1591.822133,3795.643491,2011.440948,2834.871978,9094.598543,532.3427896,752.2976384
2004-02-29,2993.29392,787.4653998,1482.041311,1180.766541,5618.815938,3132.459295,5491.246325,226.1019741,1608.695447,3926.593191,1996.958573,2910.563059,9330.148645,554.8608896,795.4795228
2004-03-31,2936.421336,769.4324421,1505.30936,1151.955837,5476.098013,3128.387098,5464.339218,215.3847405,1605.478056,3952.901366,1902.502433,2861.956656,9310.555333,570.1195641,821.9689909
2004-04-30,3041.838862,742.5792499,1539.028289,1146.080863,5031.438854,3027.965872,5367.07398,212.2832003,1604.193674,4001.917343,1950.064993,2844.212525,9345.935443,466.4718274,804.4610514
2004-05-31,2953.625535,706.5641563,1562.267617,1112.271477,5377.098704,3049.46443,5425.038379,219.6069707,1611.252126,4023.927888,1967.810585,2861.562221,9556.21899,494.6000785,804.7828358
2004-06-30,3110.167688,727.6904245,1598.199772,1118.500197,5440.548468,3039.096251,5796.653508,230.5873192,1579.993835,4231.562567,2143.929632,3016.94505,9535.195309,505.5307403,841.9638028
2004-07-31,2996.646568,713.7915374,1513.814824,1104.295245,4889.420909,2935.463069,5296.40231,232.1783717,1511.580102,4007.712907,2164.296964,2916.48078,8579.768739,516.8040758,798.8552561
2004-08-31,2894.46092,721.0008319,1581.785109,1118.430224,4608.768148,2913.740642,5302.757993,229.9262415,1512.940524,4012.922934,2164.729823,3003.683555,8741.926368,553.4971652,802.0506772
2004-09-30,2955.534045,742.702957,1536.07152,1133.417189,4712.465432,2997.073624,5434.266391,235.6743976,1533.667809,4008.107427,2177.285256,3134.043422,8051.314185,593.1275622,824.9091215
2004-10-31,2828.741635,787.413675,1482.769838,1171.500007,4959.869867,3098.075005,5608.162916,238.9974066,1568.482068,3874.637449,2126.119052,3149.08683,8143.099167,578.7145624,863.9273229
2004-11-30,3058.152581,829.9340134,1542.970293,1211.565307,5226.710866,3171.189576,6051.207786,250.110786,1610.987932,4099.366421,2269.8447,3424.946836,8087.726092,603.2520599,899.5211286
2004-12-31,3209.836949,863.961308,1607.775046,1264.147241,5393.965613,3266.008144,6301.727788,258.5645305,1633.058467,4247.763486,2282.101862,3521.872832,8440.35095,586.9642543,951.8732583
2005-01-31,2953.049993,835.0186042,1587.195525,1214.466255,5078.418625,3233.348062,6239.340683,254.8670578,1578.187702,4113.109383,2255.85769,3470.101301,8383.800598,570.8814337,926.6486169
2005-02-28,2943.304928,836.1876302,1586.084488,1212.644555,5146.469435,3244.988115,6371.614706,253.2613953,1580.554984,4211.824009,2351.731642,3757.772699,8506.204087,633.6213033,945.0889244
2005-03-31,2692.241018,782.1699093,1576.567981,1211.310646,5025.012756,3259.590562,6235.262151,257.0603162,1556.846659,4185.289517,2405.82147,3680.738359,8421.992667,594.7803174,933.4643306
2005-04-30,2388.556231,732.5803371,1532.266421,1187.81122,4803.409693,3072.816023,5722.723602,256.2634292,1510.141259,3852.559001,2385.371987,3406.155277,8606.434306,538.9304456,864.7613559
2005-05-31,2632.905533,780.0515429,1557.242364,1204.678139,5257.331909,3275.929162,6121.597437,260.5942812,1500.174327,3872.592307,2510.842554,3413.648819,8813.849373,546.6371509,922.3544622
2005-06-30,2711.102828,793.5464346,1518.467029,1205.280478,5205.284324,3376.82778,5933.664396,252.7243339,1493.873595,3750.218391,2514.106649,3381.219155,8467.465093,573.8596811,977.3267882
2005-07-31,2915.791091,816.4005719,1569.487521,1240.35414,5545.18939,3581.125861,6314.60565,252.0167058,1534.955119,3937.354288,2575.702262,3537.43148,8608.025013,595.608963,1006.744324
2005-08-31,2794.202603,798.4397593,1553.007902,1226.214103,5460.347992,3345.487779,6345.547218,245.9179015,1559.667896,3825.139691,2574.156841,3323.063132,8649.343533,613.2985492,966.2732026
2005-09-30,2614.535375,762.5099702,1572.886403,1206.83992,5536.792864,3273.894341,6509.262336,247.1966746,1505.703387,3822.462093,2613.541441,3261.586464,8696.914923,701.0002417,952.5521232
2005-10-31,2440.668773,731.7808184,1520.981152,1169.66925,5285.976147,3348.866521,6267.768703,248.1113023,1411.446355,3852.659544,2496.19343,3337.581429,8747.357029,655.7156261,932.9295494
2005-11-30,2416.262085,768.9552839,1567.371077,1197.975246,5672.381004,3475.788562,6682.068215,259.7973446,1447.720526,4141.223744,2612.516044,3450.391681,8875.943177,702.5992933,988.9053224
2005-12-31,2379.534902,775.7220904,1591.351855,1178.92744,5594.669384,3437.902467,6645.31684,258.8620742,1423.833138,4201.68561,2683.053977,3470.403953,8685.997993,759.650356,989.4986656
2006-01-31,2501.129135,750.5111225,1635.750571,1221.133042,5830.764432,3460.592623,7105.837296,251.5103913,1425.826504,4097.063639,2736.983362,3582.845041,8628.670407,892.057413,1008.49704
2006-02-28,2439.351245,775.8033473,1654.234553,1261.430433,5863.416713,3505.926386,7326.118253,256.3645418,1445.50291,4134.346918,2874.379927,3573.171359,8796.92948,812.4858918,1016.060768
2006-03-31,2499.847156,760.9079231,1648.113885,1285.019182,6044.009948,3582.004989,7677.771929,269.8493167,1442.467354,4260.031064,2978.719918,3619.622587,8811.88426,868.2224239,1047.152227
2006-04-30,2470.848929,769.9627273,1671.681914,1305.065481,6019.229507,3529.349516,7767.60186,270.6318797,1405.251696,4503.278838,3132.421866,3726.039491,8890.31003,938.8957293,1033.329818
2006-05-31,2531.878898,781.435172,1605.316142,1303.499402,5593.669981,3476.762208,7444.469623,267.6008027,1370.120404,4389.796211,3092.640108,3642.576207,9231.697935,833.8332972,978.8733365
2006-06-30,2576.693154,792.6878385,1616.874418,1341.040185,5425.859881,3492.755314,7577.725629,261.365704,1364.639922,4265.125999,3085.217772,3600.322323,9151.382163,842.3383968,976.0346038
2006-07-31,2480.5825,764.4681514,1623.018541,1371.347693,5160.535333,3326.849437,7118.515456,260.8691091,1342.669219,4049.310623,2985.87376,3444.788398,9557.703531,819.1740909,948.315221
2006-08-31,2560.209198,777.46411,1729.650859,1402.065882,5620.339031,3398.3767,7176.175431,270.7299615,1396.913056,4148.518733,2967.361342,3579.135146,9772.75186,840.8822043,985.3943462
2006-09-30,2645.720185,791.847196,1761.822365,1450.016535,5788.387168,3616.892321,7432.364894,281.261357,1410.323421,4235.222775,3078.04392,3668.971438,9760.047283,777.816039,1074.178377
2006-10-31,2748.903272,795.9648014,1819.433956,1529.042436,5920.362396,3728.292605,7811.415504,284.2146012,1490.993921,4445.289825,3170.385238,3880.304193,9802.015486,841.9858622,1159.790393
2006-11-30,2776.117415,823.0276047,1828.531126,1539.592829,6156.584855,3642.541875,7952.802124,287.9946554,1521.708395,4563.534534,3310.199227,3989.340741,9755.946013,907.9975538,1212.328898
2006-12-31,2816.648729,804.6740891,1851.387765,1606.719076,6083.321495,3706.286358,7912.242834,300.8680165,1550.316513,4610.995293,3310.861267,4032.026686,9993.015502,879.6680301,1214.632323
