,Dataset,Parameters,Sharpe Ratio,Average Turnover,Elapsed Time
0,1,"[0, 0.01, 0.8, 15, 0, 5, 3]",0.18206286687516968,0.471101884878791,15.075772523880005
1,1,"[0, 0.02, 0.8, 15, 0, 5, 3]",0.19820199610136716,0.2241636274341399,16.237825632095337
2,1,"[0, 0.03, 0.8, 15, 0, 5, 3]",0.19920977503678217,0.2299252767819508,17.222594261169434
3,1,"[0, 0.04, 0.8, 15, 0, 5, 3]",0.20612002389588974,0.23171981246213114,21.53649663925171
4,1,"[0, 0.05, 0.8, 15, 0, 5, 3]",0.20359282407894805,0.23626714524605,26.59322190284729
5,1,"[1, 0.01, 0.8, 15, 0, 5, 3]",0.20025799692460666,0.01140656645643851,25.29751753807068
6,1,"[1, 0.02, 0.8, 15, 0, 5, 3]",0.21468305901573195,0.0096166498244254,24.153062105178833
7,1,"[1, 0.03, 0.8, 15, 0, 5, 3]",0.18433178897787553,0.02261199274698832,23.079474687576294
8,1,"[1, 0.04, 0.8, 15, 0, 5, 3]",0.203075507290194,0.01802892175664031,26.358850479125977
9,1,"[1, 0.05, 0.8, 15, 0, 5, 3]",0.198996146962647,0.029491142259488724,26.54820942878723
10,1,"[2, 0.01, 0.8, 15, 0, 5, 3]",0.1995083113792716,0.015568293902380634,22.896567821502686
11,1,"[2, 0.02, 0.8, 15, 0, 5, 3]",0.21689699034136875,0.009820977695104961,22.092478036880493
12,1,"[2, 0.03, 0.8, 15, 0, 5, 3]",0.20907451171906116,0.011180162147796035,22.612467527389526
13,1,"[2, 0.04, 0.8, 15, 0, 5, 3]",0.21022872012732405,0.028039211888141905,22.608734130859375
14,1,"[2, 0.05, 0.8, 15, 0, 5, 3]",0.21729311137315294,0.02147342305328274,22.356064319610596
15,1,"[3, 0.01, 0.8, 15, 0, 5, 3]",0.19950831137929753,0.015568293902375373,23.447608947753906
16,1,"[3, 0.02, 0.8, 15, 0, 5, 3]",0.21701456419732174,0.01029705198859128,21.792891263961792
17,1,"[3, 0.03, 0.8, 15, 0, 5, 3]",0.20907451171906116,0.011180162147796035,24.11623191833496
18,1,"[3, 0.04, 0.8, 15, 0, 5, 3]",0.10169951324396592,0.02881140555327087,22.194107055664062
19,1,"[3, 0.05, 0.8, 15, 0, 5, 3]",0.2172931113731529,0.021473423053282693,22.696125507354736
20,1,"[4, 0.01, 0.8, 15, 0, 5, 3]",0.19950831137920622,0.01556829390236165,23.492067575454712
21,1,"[4, 0.02, 0.8, 15, 0, 5, 3]",0.2166036085347995,0.010185087416668822,23.360182523727417
22,1,"[4, 0.03, 0.8, 15, 0, 5, 3]",0.20289365947923188,0.021767934789666894,21.754300594329834
23,1,"[4, 0.04, 0.8, 15, 0, 5, 3]",0.19870751194184139,0.029401701801819294,22.53138518333435
24,1,"[4, 0.05, 0.8, 15, 0, 5, 3]",0.19188893994301004,0.027653266206970686,21.990734100341797
25,1,"[5, 0.01, 0.8, 15, 0, 5, 3]",0.2001544468158132,0.01621293686016252,22.209328413009644
26,1,"[5, 0.02, 0.8, 15, 0, 5, 3]",0.21045888527437973,0.01281451946580212,23.01020073890686
27,1,"[5, 0.03, 0.8, 15, 0, 5, 3]",0.18993501965472068,0.015471432172169447,22.54221272468567
28,1,"[5, 0.04, 0.8, 15, 0, 5, 3]",0.20339670126590742,0.02006770244309636,21.79314398765564
29,1,"[5, 0.05, 0.8, 15, 0, 5, 3]",0.20687153431297228,0.02570077652023581,22.103735208511353
30,1,"[6, 0.01, 0.8, 15, 0, 5, 3]",0.2001544468158132,0.01621293686016252,21.997933387756348
31,1,"[6, 0.02, 0.8, 15, 0, 5, 3]",0.21045888527437973,0.01281451946580212,21.466431140899658
32,1,"[6, 0.03, 0.8, 15, 0, 5, 3]",0.18030528055159323,0.018830346867766745,22.04388737678528
33,1,"[6, 0.04, 0.8, 15, 0, 5, 3]",0.195515436152282,0.02134445401630473,22.156880855560303
34,1,"[6, 0.05, 0.8, 15, 0, 5, 3]",0.2014634803222276,0.023989450472582018,21.55981683731079
35,1,"[7, 0.01, 0.8, 15, 0, 5, 3]",0.2001544468158132,0.01621293686016252,21.65688419342041
36,1,"[7, 0.02, 0.8, 15, 0, 5, 3]",0.21045888527437973,0.01281451946580212,21.626378297805786
37,1,"[7, 0.03, 0.8, 15, 0, 5, 3]",0.18433178897786157,0.022611992747000976,21.63923168182373
38,1,"[7, 0.04, 0.8, 15, 0, 5, 3]",0.1937840340755131,0.028155820943895057,21.739359855651855
39,1,"[7, 0.05, 0.8, 15, 0, 5, 3]",0.2014634803222276,0.023989450472582018,23.28577160835266
40,1,"[8, 0.01, 0.8, 15, 0, 5, 3]",0.19638959573679407,0.016709428840130068,23.036710739135742
41,1,"[8, 0.02, 0.8, 15, 0, 5, 3]",0.21045888527437973,0.01281451946580212,21.858572244644165
42,1,"[8, 0.03, 0.8, 15, 0, 5, 3]",0.22212177924115079,0.019997847324782186,21.48419427871704
43,1,"[8, 0.04, 0.8, 15, 0, 5, 3]",0.1922945080732256,0.021845461994699715,21.36148190498352
44,1,"[8, 0.05, 0.8, 15, 0, 5, 3]",0.1811139683119114,0.03903970087328462,23.799070835113525
45,1,"[9, 0.01, 0.8, 15, 0, 5, 3]",0.19695706282001516,0.01069136402653715,22.933491706848145
46,1,"[9, 0.02, 0.8, 15, 0, 5, 3]",0.22947811255366962,0.00869950101711744,22.22874689102173
47,1,"[9, 0.03, 0.8, 15, 0, 5, 3]",0.22212177924105642,0.019997847324810344,21.96942639350891
48,1,"[9, 0.04, 0.8, 15, 0, 5, 3]",0.18980492300436183,0.029059392468472205,21.726820945739746
49,1,"[9, 0.05, 0.8, 15, 0, 5, 3]",0.1811139683117921,0.03903970087326881,21.75437617301941
50,1,"[10, 0.01, 0.8, 15, 0, 5, 3]",0.14846111578945612,0.026235464041252335,21.441731691360474
51,1,"[10, 0.02, 0.8, 15, 0, 5, 3]",0.1541094974471629,0.02502183159113423,22.613575220108032
52,1,"[10, 0.03, 0.8, 15, 0, 5, 3]",0.15218773507047295,0.02522988679423102,21.655956029891968
53,1,"[10, 0.04, 0.8, 15, 0, 5, 3]",0.14937839556928306,0.029580104410696355,21.997870922088623
54,1,"[10, 0.05, 0.8, 15, 0, 5, 3]",0.15508255250098427,0.0359455719497957,21.80143666267395
55,1,"[15, 0.01, 0.8, 15, 0, 5, 3]",0.14846111578945612,0.026235464041252335,21.911805391311646
56,1,"[15, 0.02, 0.8, 15, 0, 5, 3]",0.1541094974471629,0.02502183159113423,21.357125997543335
57,1,"[15, 0.03, 0.8, 15, 0, 5, 3]",0.15218773507047295,0.02522988679423102,21.861879110336304
58,1,"[15, 0.04, 0.8, 15, 0, 5, 3]",0.14937839556928298,0.02958010441069638,23.430036544799805
59,1,"[15, 0.05, 0.8, 15, 0, 5, 3]",0.15508255250098427,0.0359455719497957,21.423705101013184
60,1,"[20, 0.01, 0.8, 15, 0, 5, 3]",0.14846111578943808,0.026235464041256498,47.51240682601929
61,1,"[20, 0.02, 0.8, 15, 0, 5, 3]",0.1541094974471629,0.02502183159113423,49.987263441085815
62,1,"[20, 0.03, 0.8, 15, 0, 5, 3]",0.15218773507047295,0.02522988679423102,54.322664737701416
63,1,"[20, 0.04, 0.8, 15, 0, 5, 3]",0.14937839556928306,0.02958010441069635,105.83185625076294
64,1,"[20, 0.05, 0.8, 15, 0, 5, 3]",0.15508255250098427,0.0359455719497957,111.51764225959778
65,2,"[0, 0.01, 0.8, 15, 0, 5, 3]",0.18676224636692473,0.33109714107829397,8984.853947877884
66,2,"[0, 0.02, 0.8, 15, 0, 5, 3]",0.189127325222868,0.42117126256022025,1481.6193578243256
67,2,"[0, 0.03, 0.8, 15, 0, 5, 3]",0.20242594186817975,0.5494753511725422,462.0133638381958
68,2,"[0, 0.04, 0.8, 15, 0, 5, 3]",0.18495538412016582,0.35192052344485986,100.43905019760132
69,2,"[0, 0.05, 0.8, 15, 0, 5, 3]",0.18674945400700127,0.42345137948742556,43.50449061393738
70,2,"[1, 0.01, 0.8, 15, 0, 5, 3]",0.1618988208245757,0.012816445876368324,32.91493487358093
71,2,"[1, 0.02, 0.8, 15, 0, 5, 3]",0.19800833485655495,0.006745702595833183,33.73975372314453
72,2,"[1, 0.03, 0.8, 15, 0, 5, 3]",0.18502158136789248,0.007785016975410815,33.409836769104004
73,2,"[1, 0.04, 0.8, 15, 0, 5, 3]",0.2104666970630318,0.015841129956742535,33.12573504447937
74,2,"[1, 0.05, 0.8, 15, 0, 5, 3]",0.19981246944404354,0.02381420523524006,32.9740686416626
75,2,"[2, 0.01, 0.8, 15, 0, 5, 3]",0.1618988208245757,0.012816445876368324,32.28679537773132
76,2,"[2, 0.02, 0.8, 15, 0, 5, 3]",0.17193540545833166,0.013884213616510566,33.82622027397156
77,2,"[2, 0.03, 0.8, 15, 0, 5, 3]",0.18502158136789248,0.007785016975410815,33.28384041786194
